"iso3";"indicator";"unit";"source";"cts_name";"cts_code";"n_rows";"n_iso3";"min_yr";"max_yr"
"KAZ";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";5;1;2015;2019
"KAZ";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";5;1;2015;2019
"KAZ";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";5;1;2015;2019
"KAZ";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";5;1;2015;2019
"KEN";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";20;1;2001;2020
"KEN";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";20;1;2001;2020
"KEN";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";20;1;2001;2020
"KEN";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";20;1;2001;2020
"KEN";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"KEN";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"KEN";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"KEN";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"KEN";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";20;1;2001;2020
"KEN";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";20;1;2001;2020
"KGZ";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";26;1;1995;2020
"KGZ";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";26;1;1995;2020
"KGZ";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"KGZ";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"KGZ";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"KGZ";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"KGZ";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"KGZ";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"KGZ";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";26;1;1995;2020
"KGZ";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";26;1;1995;2020
"KHM";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";13;1;2008;2020
"KHM";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";13;1;2008;2020
"KHM";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"KHM";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"KHM";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"KHM";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"KHM";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"KHM";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"KHM";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";13;1;2008;2020
"KHM";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";13;1;2008;2020
"KNA";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";5;1;2015;2019
"KNA";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";5;1;2015;2019
"KNA";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";5;1;2015;2019
"KNA";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";5;1;2015;2019
"KOR";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";20;1;1995;2014
"KOR";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";20;1;1995;2014
"KOR";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";22;1;1995;2016
"KOR";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";22;1;1995;2016
"KOR";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";20;1;1995;2014
"KOR";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";20;1;1995;2014
"KOR";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";20;1;1995;2014
"KOR";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";20;1;1995;2014
"KOR";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";20;1;1995;2014
"KOR";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";20;1;1995;2014
"LCA";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";27;1;1995;2021
"LCA";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";27;1;1995;2021
"LCA";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"LCA";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"LCA";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"LCA";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"LCA";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"LCA";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"LCA";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";27;1;1995;2021
"LCA";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";27;1;1995;2021
"LSO";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";4;1;2017;2020
"LSO";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";4;1;2017;2020
"LSO";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";6;1;2015;2020
"LSO";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";6;1;2015;2020
"LSO";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";26;1;1995;2020
"LSO";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";26;1;1995;2020
"LSO";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";26;1;1995;2020
"LSO";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";26;1;1995;2020
"LSO";"Taxes on Transport (excluding fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";4;1;2017;2020
"LSO";"Taxes on Transport (excluding fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Transport (Excluding Fuel for Transport)";"ECGTET";4;1;2017;2020
"LTU";"Environmental Taxes";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";27;1;1995;2021
"LTU";"Environmental Taxes";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Environmental Taxes";"ECGTE";27;1;1995;2021
"LTU";"Taxes on Energy (including fuel for transport)";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"LTU";"Taxes on Energy (including fuel for transport)";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Energy (Including Fuel for Transport)";"ECGTEN";27;1;1995;2021
"LTU";"Taxes on Pollution";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"LTU";"Taxes on Pollution";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Pollution";"ECGTEP";27;1;1995;2021
"LTU";"Taxes on Resources";"Domestic Currency";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
"LTU";"Taxes on Resources";"Percent of GDP";"Organisation for Economic Co-operation and Development (2020), Environmentally Related Tax Revenue, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=ERTR accessed on 10-03-2022; International Monetary Fund (IMF), Statistics Department (Government Finance Division) Questionnaire.";"Taxes on Resources";"ECGTER";27;1;1995;2021
